id$$国标ID,name$$名称,direction$$方向 1-上行 2-下行,dir_name$$道路方向,region_id$$所在地市编码,region_name$$所在地市名称,lat$$纬度,lng$$经度,opma_road_id$$所属高速公路路线编码（运营业务）,opma_road_name$$所属高速公路路线名称（运营业务）,opma_clique_id$$所属集团公司编码,opma_clique_name$$所属集团公司名称,opma_manager_corp_id$$所属管理公司编码,opma_manager_corp_name$$所属管理公司名称,opma_manager_id$$所属运管单位编码,opma_manager_name$$所属运管单位名称,stake_num$$桩号,hex_code$$hex编码,reverse_gantry_hex$$反向门架的hex编码,"work_mode$$工作模式 1-路段门架,2-省界入口门架,3-省界出口门架,4-虚拟门架"
S001637005001220100,营丘东枢纽-坊子西虚收费门架,2,荣成方向,370700,潍坊,36.57440942950000000,119.09900235200000000,S001637,S16荣潍高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10114,潍日运管中心,K317+367,3D8A0A,3C8A09,1
S010137001000610040,曹范北虚-曹范虚收费门架,1,上海方向,370100,济南,36.62800000000000000,117.38255000000000000,S010137,S0101济南市绕城二环高速,YG1,山东高速集团,YG110,山东高速济南发展有限公司,YG110  ,山东高速济南发展有限公司,K021+350,3C890E,3D890D,1
S003837004001710170,汾水枢纽-临沂临港虚收费门架,1,菏泽方向,371300,临沂,35.13300000000000000,119.12569700000000000,S003837,S38岚菏高速,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,K013+250,3C8B11,3D8B12,1
S003837004001820180,临沂临港虚-汾水枢纽收费门架,2,岚山方向,371300,临沂,35.13300000000000000,119.12500000000000000,S003837,S38岚菏高速,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,K013+300,3D8B12,3C8B11,1
S003837004002110210,莒南虚-相沟虚收费门架,1,菏泽方向,371300,临沂,35.06000000000000000,118.78300000000000000,S003837,S38岚菏高速,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,K046+640,3C8B15,3D8B16,1
S003837004003820300,郯城北虚-梅埠虚收费门架,2,岚山方向,371300,临沂,34.90300000000000000,118.47500000000000000,S003837,S38岚菏高速,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,K081+350,3D8B1E,3C8B1D,1
S003837004004820320,册山虚-郯城北虚收费门架,2,岚山方向,371300,临沂,34.90100000000000000,118.35100000000000000,S003837,S38岚菏高速,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,K092+900,3D8B20,3C8B1F,1
S003837004005110350,罗庄虚-临枣京沪枢纽收费门架,1,菏泽方向,371300,临沂,34.90100000000000000,118.23900000000000000,S003837,S38岚菏高速,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,K103+320,3C8B23,3D8B24,1
S003837004005220360,临枣京沪枢纽-罗庄虚收费门架,2,岚山方向,371300,临沂,34.90100000000000000,118.23800000000000000,S003837,S38岚菏高速,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,K103+400,3D8B24,3C8B23,1
S002937004001120110,蒙山虚-平邑北虚收费门架,2,滨州方向,371300,临沂,35.63710621180000000,117.73203624400000000,S002937,S29滨台高速,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,K206+650,3D8E12,3C8E11,1
S002937005000520040,枣庄东虚-山亭虚收费门架,2,滨州方向,370400,枣庄,35.06337693290000000,117.54269987000000000,S002937,S29滨台高速,YG1,山东高速集团,YG120,山东高速枣庄发展有限公司,YG120  ,山东高速枣庄发展有限公司,K280+350,3D8E1C,3C8E1B,1
G002237006000820070,辛兴虚-里岔虚收费门架,2,青岛方向,370200,青岛,36.04803500000000000,119.78305200000000000,G002237,G22青兰高速,YG1,山东高速集团,YG114,山东高速青岛发展有限公司,YG11401,山东高速青岛发展有限公司运营管理事业部,K092+100,3D4007,3C4006,1
G002237006000920080,里岔虚-胶南枢纽收费门架,2,青岛方向,370200,青岛,36.04524700000000000,119.82695800000000000,G002237,G22青兰高速,YG1,山东高速集团,YG114,山东高速青岛发展有限公司,YG11401,山东高速青岛发展有限公司运营管理事业部,K088+050,3D4008,3C4005,1
G002237006001020090,胶南枢纽-王台南虚收费门架,2,青岛方向,370200,青岛,36.05060100000000000,119.96267400000000000,G002237,G22青兰高速,YG1,山东高速集团,YG114,山东高速青岛发展有限公司,YG11401,山东高速青岛发展有限公司运营管理事业部,K073+212,3D4009,3C4004,1
G181337003000510050,灵山虚-长直虚收费门架,1,青岛方向,370200,青岛,36.49479800000000000,120.46030600000000000,G181337,G1813威青高速,YG1,山东高速集团,YG114,山东高速青岛发展有限公司,YG11401,山东高速青岛发展有限公司运营管理事业部,K187+240,3C4104,3D4109,1
G181337003000920090,普东南枢纽-长直虚收费门架,2,威海方向,370200,青岛,36.46023100000000000,120.39101400000000000,G181337,G1813威青高速,YG1,山东高速集团,YG114,山东高速青岛发展有限公司,YG11401,山东高速青岛发展有限公司运营管理事业部,K194+750,3D4108,3C4105,1
S000837001002210220,两城北虚-两城枢纽收费门架,1,济南方向,370800,济宁,35.12588700000000000,116.73422300000000000,S000837,S8济微高速,YG1,山东高速集团,YG111,山东高速济宁发展有限公司,YG111  ,山东高速济宁发展有限公司,K143+996,3C9A1C,3D9A1E,1
S000837001003020300,兖州北虚-大安机场虚收费门架,2,微山湖方向,370800,济宁,35.58952000000000000,116.73378400000000000,S000837,S8济微高速,YG1,山东高速集团,YG111,山东高速济宁发展有限公司,YG111  ,山东高速济宁发展有限公司,K092+063,3D9A10,3C9A0F,1
S002437001000420040,九龙西虚-三里河枢纽收费门架,1,商丘方向,370200,青岛,36.20504600000000000,119.98998000000000000,S002437,S24青商高速,YG1,山东高速集团,YG114,山东高速青岛发展有限公司,YG11401,山东高速青岛发展有限公司运营管理事业部,K006+050,3D9F24,3C9F23,1
S002437001000520050,三里河枢纽-杜村虚收费门架,1,商丘方向,370200,青岛,36.22703700000000000,119.92883000000000000,S002437,S24青商高速,YG1,山东高速集团,YG114,山东高速青岛发展有限公司,YG11401,山东高速青岛发展有限公司运营管理事业部,K012+080,3D9F22,3C9F21,1
S002437001002810280,白芬子枢纽-安丘虚收费门架,2,青岛方向,370700,潍坊,36.32946500000000000,119.21918600000000000,S002437,S24青商高速,YG1,山东高速集团,YG118,山东高速潍坊发展有限公司,YG118  ,山东高速潍坊发展有限公司,K079+075,3C9F11,3D9F12,1
S000637001001610160,潍安路虚-东环路虚收费门架,1,潍坊方向,370700,潍坊,36.57790167000000000,119.28057470000000000,S000637,S6济潍高速,YG1,山东高速集团,YG118,山东高速潍坊发展有限公司,YG118  ,山东高速潍坊发展有限公司,K183+010,3C9D0D,3D9D0E,1
S000537002001620050,魏桥虚-码头虚收费门架,2,济南方向,370100,济南,37.05007400000000000,117.41121700000000000,S000537,S5济高高速,YG1,山东高速集团,YG110,山东高速济南发展有限公司,YG110  ,山东高速济南发展有限公司,K036+350,3D9809,3C9808,1
S000537001000610090,青城北虚-高青西虚收费门架,1,高青方向,370300,淄博,37.20406600000000000,117.71911200000000000,S000537,S5济高高速,YG1,山东高速集团,YG121,山东高速淄博发展有限公司,YG121  ,山东高速淄博发展有限公司,K073+100,3C980E,3D980F,1
S002737001000910080,博兴北枢纽-博兴东虚收费门架,1,临沂方向,371600,滨州,37.17100000000000000,118.25300000000000000,S002737,S27沾临高速,YG1,山东高速集团,YG106,山东高速滨州发展有限公司,YG106  ,山东高速滨州发展有限公司,K069+250,3C9B1C,3D9B1D,1
S002737001001220110,桓台东虚-博兴南虚收费门架,2,沾化方向,371600,滨州,37.06500000000000000,118.22200000000000000,S002737,S27沾临高速,YG1,山东高速集团,YG106,山东高速滨州发展有限公司,YG106  ,山东高速滨州发展有限公司,K082+930,3D9B22,3C9B21,1
G991137001001410140,刘桥莒镇虚-刘桥枢纽收费门架,1,逆时针方向,371400,德州,36.69521166460000000,116.57788269300000000,G991137,G9911济南都市圈环线,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10102,夏津运管中心,K147+000,3CA027,3DA028,1
G991137001001810180,焦庙虚-胡官屯虚收费门架,1,逆时针方向,371400,德州,36.58220200000000000,116.58339900000000000,G991137,G9911济南都市圈环线,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10102,夏津运管中心,K135+500,3CA00A,3DA00B,1
G991137001002610240,孝里北虚-松竹枢纽收费门架,1,逆时针方向,370100,济南,36.37598300000000000,116.68822400000000000,G991137,G9911济南都市圈环线,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10103,京台济南运管中心,K111+356,3CA00F,3DA010,1
G991137001005120350,刘桥枢纽-刘桥莒镇虚收费门架,2,顺时针方向,371400,德州,36.69990863310000000,116.57755507500000000,G991137,G9911济南都市圈环线,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10102,夏津运管中心,K147+500,3DA028,3CA027,1
G991137001005420380,安仁枢纽-禹城西虚收费门架,2,顺时针方向,371400,德州,36.89915418140000000,116.54508064100000000,G991137,G9911济南都市圈环线,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10102,夏津运管中心,K170+350,3DA022,3CA021,1
G991137001005620400,禹王亭虚-梁庄枢纽收费门架,2,顺时针方向,371400,德州,37.00063034380000000,116.61076403500000000,G991137,G9911济南都市圈环线,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10102,夏津运管中心,K185+000,3DA01E,3CA01D,1
S000637002001110110,临朐东虚-乔官虚收费门架,1,潍坊方向,370700,潍坊,36.51474963000000000,118.80343710000000000,S000637,S6济潍高速,YG1,山东高速集团,YG118,山东高速潍坊发展有限公司,YG118  ,山东高速潍坊发展有限公司,K136+650 ,3CA10A,3DA10B,1
S000637002006710630,胡林古虚-九龙峪虚收费门架,1,潍坊方向,370700,潍坊,36.56193100000000000,118.47132400000000000,S000637,S6济潍高速,YG1,山东高速集团,YG118,山东高速潍坊发展有限公司,YG118  ,山东高速潍坊发展有限公司,K106+400,3CA11E,3DA11F,1
S000637003004820460,淄川龙泉虚-淄川南虚收费门架,2,济南方向,370300,淄博,36.59329500000000000,117.96125400000000000,S000637,S6济潍高速,YG1,山东高速集团,YG121,山东高速淄博发展有限公司,YG121  ,山东高速淄博发展有限公司,K057+200,3DA30F,3CA30E,1
S000637004002820280,章丘南虚-山大南虚收费门架,2,济南方向,370100,济南,36.62900000000000000,117.43800000000000000,S000637,S6济潍高速,YG1,山东高速集团,YG110,山东高速济南发展有限公司,YG110  ,山东高速济南发展有限公司,K05+550 ,3DA20A,3CA209,1
S000637004003020300,章丘东虚-章丘南虚收费门架,2,济南方向,370100,济南,36.65000000000000000,117.60600000000000000,S000637,S6济潍高速,YG1,山东高速集团,YG110,山东高速济南发展有限公司,YG110  ,山东高速济南发展有限公司,K22+330 ,3DA20C,3CA20B,1
G001837013000310030,古城枢纽-古城虚收费门架,1,深圳方向,371600,滨州,37.71236200000000000,117.82679600000000000,G002537,G25长深高速,YG1,山东高速集团,YG106,山东高速滨州发展有限公司,YG106  ,山东高速滨州发展有限公司,K1249+290,3C3004,3D3011,1
G001837013001220120,滨州南虚-滨州虚收费门架,2,长春方向,371600,滨州,37.30738600000000000,117.91585900000000000,G002537,G25长深高速,YG1,山东高速集团,YG106,山东高速滨州发展有限公司,YG106  ,山东高速滨州发展有限公司,K1295+500,3D300B,3C300A,1
G001837013001320130,滨州虚-滨城虚收费门架,2,长春方向,371600,滨州,37.37553200000000000,117.91041900000000000,G002537,G25长深高速,YG1,山东高速集团,YG106,山东高速滨州发展有限公司,YG106  ,山东高速滨州发展有限公司,K1288+700,3D300C,3C3009,1
G001837013001820180,古城虚-古城枢纽收费门架,2,长春方向,371600,滨州,37.71179300000000000,117.82720900000000000,G002537,G25长深高速,YG1,山东高速集团,YG106,山东高速滨州发展有限公司,YG106  ,山东高速滨州发展有限公司,K1249+340,3D3011,3C3004,1
G001837013002020200,无棣虚-鲁北收费门架,1,乌海方向,371600,滨州,37.93123700000000000,117.64023700000000000,G001837,G18荣乌高速,YG1,山东高速集团,YG106,山东高速滨州发展有限公司,YG106  ,山东高速滨州发展有限公司,K603+100,3F3013,3E3001,3
S002937001000110010,高青北虚-彭家枢纽收费门架,1,台儿庄方向,370300,淄博,37.23275000000000000,117.96161500000000000,S002937,S29滨台高速,YG1,山东高速集团,YG121,山东高速淄博发展有限公司,YG121  ,山东高速淄博发展有限公司,K18+150,3C3101,3D3117,1
S002937001000710020,彭家枢纽-高青虚收费门架,1,台儿庄方向,370300,淄博,37.19850200000000000,117.97016200000000000,S002937,S29滨台高速,YG1,山东高速集团,YG121,山东高速淄博发展有限公司,YG121  ,山东高速淄博发展有限公司,K020+650,3C3118,3D3119,1
S720137001000110010,东营港虚-仙河虚收费门架,1,集贤方向,370500,东营,37.95200300000000000,118.82650100000000000,S720137,S7201东营港疏港高速,YG1,山东高速集团,YG108,山东高速东营发展有限公司,YG10801,东营分公司,K016+100,3C3609,3D3612,1
S000137002000410040,聊城开发虚-聊城东虚收费门架,1,聊城方向,371500,聊城,36.49616000000000000,116.06756900000000000,S000137,S1济聊高速,YG1,山东高速集团,YG112,山东高速聊城发展有限公司,YG112  ,山东高速聊城发展有限公司,K074+300,3C1A03,3D1A12,1
S000137002001520150,聊城西虚-聊城虚收费门架,2,济南方向,371500,聊城,36.47654400000000000,115.92621900000000000,S000137,S1济聊高速,YG1,山东高速集团,YG112,山东高速聊城发展有限公司,YG112  ,山东高速聊城发展有限公司,K087+350,3D1A10,3C1A05,1
S000137001000110010,晏城枢纽-齐河南虚收费门架,1,聊城方向,371400,德州,36.76140000000000000,116.79717800000000000,S000137,S1济聊高速,YG1,山东高速集团,YG107,山东高速德州发展有限公司,YG107  ,山东高速德州发展有限公司,K001+550,3C1B01,3D1B08,1
S000137001000720070,晏城虚-齐河南虚收费门架,2,济南方向,371400,德州,36.73205300000000000,116.74334300000000000,S000137,S1济聊高速,YG1,山东高速集团,YG107,山东高速德州发展有限公司,YG107  ,山东高速德州发展有限公司,K007+350,3D1B07,3C1B02,1
G000237010000110010,济南东虚-港沟枢纽收费门架,1,顺时针方向,370100,济南,36.65979400000000000,117.20754000000000000,G200137,G2001济南绕城高速,YG1,山东高速集团,YG110,山东高速济南发展有限公司,YG110  ,山东高速济南发展有限公司,K021+000,3C1C01,3D1C0A,1
G000237010000920090,市中虚-济南南虚收费门架,2,逆时针方向,370100,济南,36.55929000000000000,116.93941700000000000,G200137,G2001济南绕城高速,YG1,山东高速集团,YG110,山东高速济南发展有限公司,YG110  ,山东高速济南发展有限公司,K051+500,3D1C07,3C1C04,1
G000237010001020100,济南南虚-济绕济泰枢纽收费门架,2,逆时针方向,370100,济南,36.54842300000000000,117.04246600000000000,G200137,G2001济南绕城高速,YG1,山东高速集团,YG110,山东高速济南发展有限公司,YG110  ,山东高速济南发展有限公司,K042+100,3D1C08,3C1C03,1
G000237013001220120,新泰南虚-新泰西虚收费门架,2,泰安方向,370900,泰安,35.93493500000000000,117.54441200000000000,S003137,S31泰新高速,YG1,山东高速集团,YG116,山东高速泰安发展有限公司,YG116  ,山东高速泰安发展有限公司,K057+800,3D1705,3C1702,1
G000237005001120110,竹园枢纽-青驼虚收费门架,2,北京方向,371300,临沂,35.40371200000000000,118.25965700000000000,G000237,G2京沪高速,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,K596+950,3D1804,3C1815,1
G000237006000820230,京沪鲁苏-红花埠虚收费门架,2,北京方向,371300,临沂,34.43028290170000000,118.36900886100000000,G000237,G2京沪高速,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,K708+100,3F1903,3E1902,2
G000237006001320130,临枣京沪枢纽-临沂南虚收费门架,2,北京方向,371300,临沂,35.01591000000000000,118.21795900000000000,G000237,G2京沪高速,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,K639+800,3D1908,3C1913,1
G000237006003020300,临沂南虚-临沂商城虚收费门架,2,北京方向,371300,临沂,35.06133735110000000,118.23147594700000000,G000237,G2京沪高速,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,K636+070,3D1821,3C1820,1
