id$$主键，国标id,station_id$$省标ID,name$$简称,full_name$$全称,toll_plaza_count$$收费广场数量,lng$$经度,lat$$纬度,toll_station_lane_count$$收费站总车道数,toll_station_mtc_count_in$$mtc车道数（入口）,toll_station_etc_count_in$$etc专用车道（入口）,toll_station_etc_count_out$$etc专用车道（出口）,toll_station_mtc_count_out$$mtc专用车道（出口）,region_id$$所在地市编码,region_name$$所在地级市,opma_clique_id$$所属集团公司编码,opma_clique_name$$所属集团公司名称,opma_manager_corp_id$$所属管理公司编码,opma_manager_corp_name$$所属管理公司名称,opma_manager_id$$所属运管单位编码,opma_manager_name$$所属运管单位名称,opma_road_id$$所属高速公路路线编码（运营业务）,opma_road_name$$所属高速公路路线名称（运营业务）,opma_section_id$$None,opma_section_name$$None,opma_stake_num$$所在桩号（运营业务）,opma_stake_no$$所在桩号（保留3位小数）千米
G0018370070020,200102,昌邑,山东昌邑站,2.0,119.391479000000000,36.958010000000000,6.0,2.0,1.0,1.0,2.0,370700,潍坊,YG1,山东高速集团,YG118,山东高速潍坊发展有限公司,YG118  ,山东高速潍坊发展有限公司,G001837,G18荣乌高速,G00183707,G18荣乌高速潍坊段,K370+010,370.010
G0018370070060,200106,寿光西,山东寿光西站,2.0,118.719726000000000,37.073925000000000,4.0,1.0,1.0,1.0,1.0,370700,潍坊,YG1,山东高速集团,YG118,山东高速潍坊发展有限公司,YG118  ,山东高速潍坊发展有限公司,G001837,G18荣乌高速,G00183707,G18荣乌高速潍坊段,K432+150,432.150
G0018370130030,120103,滨州北,山东滨州北站,2.0,117.910570000000000,37.494559000000000,6.0,1.0,1.0,2.0,2.0,371600,滨州,YG1,山东高速集团,YG106,山东高速滨州发展有限公司,YG106  ,山东高速滨州发展有限公司,G002537,G25长深高速,G00253716,G25长深高速滨州段,K1275+550,1275.550
G0020370010080,040605,青岛,山东青岛站,2.0,120.282346000000000,36.389411000000000,24.0,4.0,5.0,8.0,7.0,370200,青岛,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10112,青岛运管中心,G002037,G20青银高速,G00203702,G20青银高速青岛段,K035+950,35.950
G0020370050020,040202,周村,山东周村站,2.0,117.872258000000000,36.856913000000000,15.0,2.0,3.0,7.0,3.0,370300,淄博,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10110,淄博运管中心,G002037,G20青银高速,G00203703,G20青银高速淄博段,K266+247,266.247
G0022370010040,180404,诸城东,山东诸城东站,2.0,119.476572000000000,36.066368000000000,6.0,2.0,1.0,1.0,2.0,370700,潍坊,YG1,山东高速集团,YG118,山东高速潍坊发展有限公司,YG118  ,山东高速潍坊发展有限公司,G002237,G22青兰高速,G00223707,G22青兰高速潍坊段,K120+123,120.123
G0022370030030,180203,沂源东,山东沂源东站,2.0,118.236011000000000,36.180035000000000,7.0,2.0,1.0,2.0,2.0,370300,淄博,YG1,山东高速集团,YG121,山东高速淄博发展有限公司,YG121  ,山东高速淄博发展有限公司,G002237,G22青兰高速,G00223703,G22青兰高速淄博段,K239+598,239.598
G0022370050040,503004,青岛西,山东青岛西站,2.0,120.340742000000000,36.239848000000000,16.0,3.0,3.0,3.0,7.0,370200,青岛,YG1,山东高速集团,YG114,山东高速青岛发展有限公司,YG11402,山东高速青岛公路有限公司,G002237,G22青兰高速,G00223702,G22青兰高速青岛段,K016+475,16.475
G0022370050050,503005,青岛高新,山东青岛高新站,4.0,120.259465000000000,36.234388000000000,11.0,3.0,2.0,3.0,3.0,370200,青岛,YG1,山东高速集团,YG114,山东高速青岛发展有限公司,YG11402,山东高速青岛公路有限公司,G002237,G22青兰高速,G00223702,G22青兰高速青岛段,K024+000,24.000
G0022370060010,180501,里岔,山东里岔站,2.0,119.797477000000000,36.051573000000000,5.0,1.0,1.0,1.0,2.0,370200,青岛,YG1,山东高速集团,YG114,山东高速青岛发展有限公司,YG11401,山东高速青岛发展有限公司运营管理事业部,G002237,G22青兰高速,G00223702,G22青兰高速青岛段,K090+689,90.689
G0022370070060,480106,平阴玫瑰,山东平阴玫瑰站,2.0,116.347853000000000,36.223067000000000,7.0,2.0,1.0,1.0,3.0,370100,济南,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10105,泰东运管中心,G002237,G22青兰高速,G00223701,G22青兰高速济南段,K432+267,432.267
G0022370080020,510102,李海务,山东李海务站,1.0,116.011433000000000,36.317796000000000,8.0,2.0,1.0,3.0,2.0,371500,聊城,YG1,山东高速集团,YG112,山东高速聊城发展有限公司,YG112  ,山东高速聊城发展有限公司,G002237,G22青兰高速,G00223715,G22青兰高速聊城段,K464+902,464.902
G0022370080030,510103,朱老庄,山东朱老庄站,1.0,115.934078000000000,36.344249000000000,7.0,2.0,1.0,2.0,2.0,371500,聊城,YG1,山东高速集团,YG112,山东高速聊城发展有限公司,YG112  ,山东高速聊城发展有限公司,G002237,G22青兰高速,G00223715,G22青兰高速聊城段,K473+067,473.067
G0022370080050,510105,魏庄,山东魏庄站,1.0,115.572048000000000,36.341506000000000,7.0,2.0,1.0,2.0,2.0,371500,聊城,YG1,山东高速集团,YG112,山东高速聊城发展有限公司,YG112  ,山东高速聊城发展有限公司,G002237,G22青兰高速,G00223715,G22青兰高速聊城段,K506+379,506.379
G0022370100030,690203,泰安南,山东泰安南收费站,4.0,117.098313000000000,36.144338000000000,19.0,3.0,3.0,8.0,5.0,370900,泰安,YG1,山东高速集团,YG116,山东高速泰安发展有限公司,YG116  ,山东高速泰安发展有限公司,G002237,G22青兰高速,G00223709,G22青兰高速泰安段,K359+747,359.747
G0025370020020,280102,青州,山东青州站,2.0,118.573842000000000,36.724145000000000,12.0,2.0,2.0,5.0,3.0,370700,潍坊,YG1,山东高速集团,YG118,山东高速潍坊发展有限公司,YG118  ,山东高速潍坊发展有限公司,G002537,G25长深高速,G00253707,G25长深高速潍坊段,K1421+690,1421.690
G0025370050020,560102,博兴北,山东博兴北站,2.0,118.221144000000000,37.238033000000000,6.0,2.0,1.0,1.0,2.0,371600,滨州,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10110,淄博运管中心,G002537,G25长深高速,G00253716,G25长深高速滨州段,K1331+841,1331.841
G0035370010020,160102,孝里,山东孝里站,2.0,116.638269000000000,36.386758000000000,5.0,1.0,1.0,1.0,2.0,370100,济南,YG1,山东高速集团,YG102,齐鲁高速公路股份有限公司,YG10201,济菏运管中心,G003537,G35济广高速,G00353701,G35济广高速济南段,K086+000,86.000
G0035370010080,160108,长清大学城,山东长清大学城站,2.0,116.814485000000000,36.581045000000000,8.0,2.0,1.0,3.0,2.0,370100,济南,YG1,山东高速集团,YG102,齐鲁高速公路股份有限公司,YG10201,济菏运管中心,G003537,G35济广高速,G00353701,G35济广高速济南段,K059+000,59.000
G0035370040020,080602,郓城,山东郓城站,2.0,115.835457000000000,35.414058000000000,9.0,2.0,2.0,3.0,2.0,371700,菏泽,YG1,山东高速集团,YG109,山东高速菏泽发展有限公司,YG109  ,山东高速菏泽发展有限公司,G003537,G35济广高速,G00353717,G35济广高速菏泽段,K231+885,231.885
G003W370040010,320101,聊城南,山东聊城南站,2.0,115.879267000000000,36.393362000000000,10.0,2.0,1.0,1.0,5.0,371500,聊城,YG1,山东高速集团,YG102,齐鲁高速公路股份有限公司,YG10202,德莘运管中心,G032137,G0321德上高速,G03213715,G0321德上高速聊城段,K151+237,151.237
G003W370060040,340104,菏泽北,山东菏泽北站,2.0,115.637348000000000,35.376786000000000,12.0,2.0,1.0,3.0,3.0,371700,菏泽,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10117,菏泽运管中心,G032137,G0321德上高速,G03213717,G0321德上高速菏泽段,K274+210,274.210
G1511370020030,080203,平邑东,山东平邑东站,2.0,117.761473000000000,35.436219000000000,7.0,2.0,1.0,2.0,2.0,371300,临沂,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,G151137,G1511日兰高速,G15113713,G1511日兰高速临沂段,K160+620,160.620
G1813370010020,190302,乳山,山东乳山站,4.0,121.540702000000000,36.881107000000000,12.0,4.0,2.0,2.0,4.0,371000,威海,YG1,山东高速集团,YG117,山东高速威海发展有限公司,YG117  ,山东高速威海发展有限公司,G181337,G1813威青高速,G18133710,G1813威青高速威海段,K076+000,76.000
G1815370010020,470102,潍坊南,山东潍坊南站,2.0,118.968059000000000,36.603891000000000,9.0,2.0,1.0,3.0,3.0,370700,潍坊,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10114,潍日运管中心,G181537,G1815潍日高速,G18153707,G1815潍日高速潍坊段,K050+523,50.523
G1815370010040,470104,安丘南,山东安丘南站,2.0,119.170260000000000,36.362635000000000,7.0,2.0,1.0,1.0,3.0,370700,潍坊,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10114,潍日运管中心,G181537,G1815潍日高速,G18153707,G1815潍日高速潍坊段,K084+072,84.072
G1815370010060,470106,诸城石桥子,山东诸城石桥子站,2.0,119.237346000000000,36.156201000000000,6.0,2.0,1.0,1.0,2.0,370700,潍坊,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10114,潍日运管中心,G181537,G1815潍日高速,G18153707,G1815潍日高速潍坊段,K108+500,108.500
G2011370040040,010107,平度东,山东平度东站,2.0,120.068804000000000,36.801507000000000,4.0,1.0,1.0,1.0,1.0,370200,青岛,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10113,潍莱运管中心,S001637,S16荣潍高速,S00163702,S16荣潍高速青岛段,K220+000,220.000
G2011370040050,010108,云山,山东云山站,2.0,120.255529000000000,36.836446000000000,4.0,1.0,1.0,1.0,1.0,370200,青岛,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10113,潍莱运管中心,S001637,S16荣潍高速,S00163702,S16荣潍高速青岛段,K202+000,202.000
G2516370020010,390201,惠民西,山东惠民西站,2.0,117.442427000000000,37.229411000000000,8.0,2.0,1.0,3.0,2.0,371600,滨州,YG1,山东高速集团,YG106,山东高速滨州发展有限公司,YG106  ,山东高速滨州发展有限公司,G251637,G2516东吕高速,G25163716,G2516东吕高速滨州段,K117+520,117.520
G2516370030010,390101,济北开发区,山东济北开发区站,2.0,117.169428000000000,37.034720000000000,8.0,2.0,1.0,3.0,2.0,370100,济南,YG1,山东高速集团,YG110,山东高速济南发展有限公司,YG110  ,山东高速济南发展有限公司,G251637,G2516东吕高速,G25163701,G2516东吕高速济南段,K150+018,150.018
G2516370030020,390102,济阳东,山东济阳东站,2.0,117.271184000000000,37.114556000000000,7.0,2.0,1.0,2.0,2.0,370100,济南,YG1,山东高速集团,YG110,山东高速济南发展有限公司,YG110  ,山东高速济南发展有限公司,G251637,G2516东吕高速,G25163701,G2516东吕高速济南段,K136+476,136.476
S0001370010010,060201,晏城,山东晏城站,2.0,116.723368000000000,36.725014000000000,6.0,2.0,1.0,1.0,2.0,371400,德州,YG1,山东高速集团,YG107,山东高速德州发展有限公司,YG107  ,山东高速德州发展有限公司,S000137,S1济聊高速,S00013714,S1济聊高速德州段,K009+400,9.400
S0001370010030,060203,齐河南,山东齐河南站,2.0,116.771841000000000,36.753537000000000,5.0,1.0,1.0,1.0,2.0,371400,德州,YG1,山东高速集团,YG107,山东高速德州发展有限公司,YG107  ,山东高速德州发展有限公司,S000137,S1济聊高速,S00013714,S1济聊高速德州段,K004+000,4.000
S0001370010040,060204,潘店,山东潘店站,1.0,116.473374000000000,36.648575000000000,8.0,2.0,1.0,3.0,2.0,371400,德州,YG1,山东高速集团,YG107,山东高速德州发展有限公司,YG107  ,山东高速德州发展有限公司,S000137,S1济聊高速,S00013714,S1济聊高速德州段,K033+350,33.350
S0011370010030,250103,牟平南,山东牟平南站,4.0,121.419974000000000,37.180585000000000,4.0,1.0,1.0,1.0,1.0,370600,烟台,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10115,烟台运管中心,S001137,S11烟海高速,S00113706,S11烟海高速烟台段,K030+000,30.000
S0012370020010,230201,庆云,山东庆云站,2.0,117.409726000000000,37.702214000000000,6.0,1.0,1.0,2.0,2.0,371400,德州,YG1,山东高速集团,YG107,山东高速德州发展有限公司,YG107  ,山东高速德州发展有限公司,S001237,S12滨德高速,S00123714,S12滨德高速德州段,K038+200,38.200
S0012370020020,230202,乐陵,山东乐陵站,2.0,117.174376000000000,37.672772000000000,7.0,1.0,2.0,2.0,2.0,371400,德州,YG1,山东高速集团,YG107,山东高速德州发展有限公司,YG107  ,山东高速德州发展有限公司,S001237,S12滨德高速,S00123714,S12滨德高速德州段,K059+066,59.066
S0016370020030,010303,石埠,山东石埠站,2.0,119.469770000000000,36.750096000000000,5.0,1.0,1.0,2.0,1.0,370700,潍坊,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10113,潍莱运管中心,S001637,S16荣潍高速,S00163707,S16荣潍高速潍坊段,K274+000,274.000
S0016370050010,640101,坊子西,山东坊子西收费站,2.0,119.112821000000000,36.585819000000000,9.0,2.0,2.0,3.0,2.0,370700,潍坊,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10114,潍日运管中心,S001637,S16荣潍高速,S00163707,S16荣潍高速潍坊段,K316+242,316.242
S0016370050020,640102,坊子,山东坊子站,2.0,119.154310000000000,36.618696000000000,11.0,2.0,3.0,4.0,2.0,370700,潍坊,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10113,潍莱运管中心,S001637,S16荣潍高速,S00163707,S16荣潍高速潍坊段,K309+517,309.517
S0017370010020,420102,丘山谷,山东丘山谷站,2.0,120.900582000000000,37.579880000000000,6.0,2.0,1.0,1.0,2.0,370600,烟台,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,S001737,S17蓬栖高速,S00173706,S17蓬栖高速,K023+475,23.475
S0019370040040,460104,马连庄,山东马连庄站,2.0,120.518451000000000,37.077817000000000,6.0,2.0,1.0,2.0,1.0,370200,青岛,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10113,潍莱运管中心,S001937,S19龙青高速,S00193702,S19龙青高速青岛段,K068+000,68.000
S0026370010010,150201,莱泰杨庄,山东莱泰杨庄站,2.0,117.447090000000000,36.223118000000000,6.0,1.0,1.0,2.0,2.0,370100,济南,YG1,山东高速集团,YG110,山东高速济南发展有限公司,YG110  ,山东高速济南发展有限公司,S002637,S26莱泰高速,S00263701,S26莱泰高速济南段,K028+000,28.000
S0026370020020,150102,范镇,山东范镇站,4.0,117.398761000000000,36.208728000000000,6.0,2.0,0.0,2.0,2.0,370900,泰安,YG1,山东高速集团,YG116,山东高速泰安发展有限公司,YG116  ,山东高速泰安发展有限公司,S002637,S26莱泰高速,S00263709,S26莱泰高速泰安段,K032+672,32.672
S0028370010010,450101,张寨北,山东张寨北站,2.0,115.506325000000000,36.083141000000000,7.0,2.0,1.0,2.0,2.0,371500,聊城,YG1,山东高速集团,YG102,齐鲁高速公路股份有限公司,YG10202,德莘运管中心,S002837,S28莘南高速,S00283715,S28莘南高速,K013+757,13.757
S0029370010030,120203,桓台,山东桓台站,2.0,117.968466000000000,36.954526000000000,7.0,2.0,1.0,2.0,2.0,370300,淄博,YG1,山东高速集团,YG121,山东高速淄博发展有限公司,YG121  ,山东高速淄博发展有限公司,S002937,S29滨台高速,S00293703,S29滨台高速淄博段,K048+101,48.101
S0029370010080,120208,文昌湖,山东文昌湖站,2.0,117.929749000000000,36.729441000000000,10.0,2.0,2.0,3.0,3.0,370300,淄博,YG1,山东高速集团,YG121,山东高速淄博发展有限公司,YG121  ,山东高速淄博发展有限公司,S002937,S29滨台高速,S00293703,S29滨台高速淄博段,K073+321,73.321
S0029370010100,120210,桓台北,山东桓台北站,1.0,117.976531000000000,37.015915000000000,8.0,2.0,2.0,2.0,2.0,370300,淄博,YG1,山东高速集团,YG121,山东高速淄博发展有限公司,YG121  ,山东高速淄博发展有限公司,S002937,S29滨台高速,S00293703,S29滨台高速淄博段,K041+217,41.217
S0030370010020,610102,石莱,山东石莱站,2.0,117.501782000000000,35.829889000000000,7.0,2.0,1.0,2.0,2.0,370900,泰安,YG1,山东高速集团,YG116,山东高速泰安发展有限公司,YG116  ,山东高速泰安发展有限公司,S003037,S30董梁高速,S00303709,S30董梁高速泰安段,K228+000,228.000
S0030370020010,620101,宁阳,山东宁阳站,2.0,116.852299000000000,35.845429000000000,9.0,2.0,1.0,4.0,2.0,370900,泰安,YG1,山东高速集团,YG116,山东高速泰安发展有限公司,YG116  ,山东高速泰安发展有限公司,S003037,S30董梁高速,S00303709,S30董梁高速泰安段,K290+271,290.271
S0030370020030,620103,彭集,山东彭集站,2.0,116.475836000000000,35.853613000000000,9.0,2.0,1.0,4.0,2.0,370900,泰安,YG1,山东高速集团,YG116,山东高速泰安发展有限公司,YG116  ,山东高速泰安发展有限公司,S003037,S30董梁高速,S00303709,S30董梁高速泰安段,K325+057,325.057
S0030370030010,710101,董家口,山东董家口站,2.0,119.735057000000000,35.686285000000000,10.0,3.0,2.0,2.0,3.0,370200,青岛,YG1,山东高速集团,YG114,山东高速青岛发展有限公司,YG11401,山东高速青岛发展有限公司运营管理事业部,S003037,S30董梁高速,S00303702,S30董梁高速青岛段,K003+002,3.002
S0033370010030,290103,汶上南,山东汶上南站,2.0,116.429520000000000,35.664901000000000,6.0,2.0,1.0,1.0,2.0,370800,济宁,YG1,山东高速集团,YG111,山东高速济宁发展有限公司,YG111  ,山东高速济宁发展有限公司,S003337,S33济徐高速,S00333708,S33济徐高速济宁段,K177+600,177.600
S0038370010010,260101,兰陵北,山东兰陵北站,2.0,118.120494000000000,34.909074000000000,7.0,2.0,1.0,1.0,3.0,371300,临沂,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10106,枣庄运管中心,S003837,S38岚菏高速,S00383713,S38岚菏高速临沂段,K114+000,114.000
S0038370040060,660106,郯城北,山东郯城北收费站,2.0,118.413265000000000,34.901243000000000,7.0,2.0,1.0,2.0,2.0,371300,临沂,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,S003837,S38岚菏高速,S00383713,S38岚菏高速临沂段,K087+012,87.012
S0083370010030,210103,木石,山东木石站,2.0,117.268624000000000,34.979781000000000,4.0,2.0,0.0,0.0,2.0,370400,枣庄,YG1,山东高速集团,YG120,山东高速枣庄发展有限公司,YG120  ,山东高速枣庄发展有限公司,S008337,S83枣庄连接线高速,S00833704,S83枣木高速,K049+741,49.741
S0101370010030,650103,曹范北,山东曹范北收费站,2.0,117.377480934,36.6358730351,7.0,1.0,2.0,2.0,2.0,370100,济南,YG1,山东高速集团,YG110,山东高速济南发展有限公司,YG110  ,山东高速济南发展有限公司,S010137,S0101济南绕城高速公路二环线东环段,S01013701,S0101济南市绕城二环高速,K020+480,20.480
S0006370040020,721202,章丘南,山东章丘南收费站,2.0,117.521731,36.63176,8.0,2.0,2.0,2.0,2.0,370100,济南,YG1,山东高速集团,YG110,山东高速济南发展有限公司,YG110  ,山东高速济南发展有限公司,S000637,S6济潍高速,S00063701,S6济潍高速济南段,K012+989,12.989
S0024370010070,720607,杜村,山东杜村站,2.0,119.926663000000000,36.236703000000000,6.0,2.0,1.0,1.0,2.0,370200,青岛,YG1,山东高速集团,YG114,山东高速青岛发展有限公司,YG11401,山东高速青岛发展有限公司运营管理事业部,S002437,S24青商高速,S00243702,S24青商高速青岛段,K013+450,13.450
G9911370010070,720907,孝里北,山东孝里北站,2.0,116.640366000000000,36.412576000000000,7.0,2.0,1.0,2.0,2.0,370100,济南,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10103,京台济南运管中心,G991137,G9911济南都市圈环线,G99113701,G9911济南都市圈环线高速济南段,K112+762,112.762
G0018370120030,110103,东营,山东东营站,2.0,118.601342000000000,37.402261000000000,9.0,2.0,1.0,2.0,4.0,370500,东营,YG1,山东高速集团,YG108,山东高速东营发展有限公司,YG10802,山东东青公路有限公司,G001837,G18荣乌高速,G00183705,G18荣乌高速东营段,K476+000,476.000
G0025370010010,110201,大王,山东大王站,2.0,118.540967000000000,36.975265000000000,9.0,2.0,1.0,2.0,4.0,370500,东营,YG1,山东高速集团,YG108,山东高速东营发展有限公司,YG10802,山东东青公路有限公司,G002537,G25长深高速,G00253705,G25长深高速东营段,K1393+000,1393.000
G0025370010040,110204,何官,山东何官站,4.0,118.551383000000000,36.825839000000000,12.0,2.0,4.0,4.0,2.0,370700,潍坊,YG1,山东高速集团,YG108,山东高速东营发展有限公司,YG10802,山东东青公路有限公司,G002537,G25长深高速,G00253707,G25长深高速潍坊段,K1409+836,1409.836
S7201370010020,130102,马场,山东马场站,2.0,118.702283000000000,37.797235000000000,4.0,1.0,1.0,1.0,1.0,370500,东营,YG1,山东高速集团,YG108,山东高速东营发展有限公司,YG10801,东营分公司,S720137,S7201东营港疏港高速,S72013705,S7201东营港疏港高速,K037+000,37.000
S0021370010070,721307,林家村,山东林家村站,2.0,119.6268670000000000,35.979888000000000,,,,,,370700,潍坊,YG1,山东高速集团,YG118,山东高速潍坊发展有限公司,YG118  ,山东高速潍坊发展有限公司,S002137,S21新董高速,S00213707,S21新董高速潍坊段,K114+213,114.213
S0027370030100,721410,中庄,山东中庄站,2.0,118.280594212,36.0947192276,,,,,,370300,淄博,YG1,山东高速集团,YG121,山东高速淄博发展有限公司,YG121  ,山东高速淄博发展有限公司,S002737,S27沾临高速,S00273703,S27沾临高速淄博段,K212+880,212.880
S0027370030090,721409,沂源北,山东沂源北站,2.0,118.256894699,36.2273308349,,,,,,370300,淄博,YG1,山东高速集团,YG121,山东高速淄博发展有限公司,YG121  ,山东高速淄博发展有限公司,S002737,S27沾临高速,S00273703,S27沾临高速淄博段,K195+918,195.918
S0027370040040,721704,孙祖,山东孙祖站,2.0,118.272975,35.570202,6.0,2.0,1.0,1.0,2.0,371300,临沂,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,S002737,S27沾临高速,S00273713,S27沾临高速临沂段,K274+935,274.935
S0014370010030,722003,商河郑路,山东商河郑路站,2.0,117.341517,37.288902,6.0,2.0,1.0,1.0,2.0,370100,济南,YG1,山东高速集团,YG110,山东高速济南发展有限公司,YG110  ,山东高速济南发展有限公司,S001437,S14高武高速,S00143701,S14高商高速济南段,K32+770,32.770
S0036370010060,721906,费县南,山东费县南站,2.0,117.904725,35.210602,8.0,2.0,2.0,2.0,2.0,,临沂,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,S003637,S36临滕高速,S0036371301,S36临滕高速临沂段,K153+375,153.375
G1511370050050,722205,济宁西,山东济宁西站,2.0,116.435510000000000,35.504119000000000,8.0,2.0,1.0,3.0,2.0,370800,济宁,YG1,山东高速集团,YG111,山东高速济宁发展有限公司,YG111  ,山东高速济宁发展有限公司,G151137,G1511日兰高速,G15113708,G1511日兰高速济宁段,K286+000,286.000
G0018370020010,270101,双岛,山东双岛站,2.0,121.977084000000000,37.475965000000000,8.0,2.0,2.0,2.0,2.0,371000,威海,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10118,烟威公司,G001837,G18荣乌高速,G00183710,G18荣乌高速威海段,K093+377,93.377
G1511370030070,080307,济宁西,山东济宁西站,2.0,116.435510000000000,35.504119000000000,8.0,2.0,1.0,3.0,2.0,370800,济宁,YG1,山东高速集团,YG111,山东高速济宁发展有限公司,YG111  ,山东高速济宁发展有限公司,G151137,G1511日兰高速,G15113708,G1511日兰高速济宁段,K286+000,286.000
S0001370020060,060106,冠县东,山东冠县东站,2.0,115.665154000000000,36.489689000000000,8.0,2.0,1.0,3.0,2.0,371500,聊城,YG1,山东高速集团,YG112,山东高速聊城发展有限公司,YG112  ,山东高速聊城发展有限公司,S000137,S1济聊高速,S00013715,S1济聊高速聊城段,K111+400,111.400
G0002370010010,721601,济南机场,山东济南机场站,2.0,117.205612,36.841807,22.0,5.0,5.0,6.0,6.0,370100,济南,YG1,山东高速集团,YG110,山东高速济南发展有限公司,YG110  ,山东高速济南发展有限公司,G200137,G2001济南绕城高速,G20013701,G2001济南绕城高速济南段,K001+825,1.825
G0002370040050,040905,埠村,山东埠村站,2.0,117.477145000000000,36.601311000000000,11.0,2.0,2.0,4.0,3.0,370100,济南,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10108,京沪济南运管中心,G000237,G2京沪高速,G00023701,G2京沪高速济南段,K428+008,428.008
G0002370080020,400102,起步区崔寨,山东起步区崔寨站,2.0,117.116003000000000,36.845012000000000,8.0,2.0,1.0,2.0,3.0,370100,济南,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10109,济青济南运管中心,G200137,G2001济南绕城高速,G20013701,G2001济南绕城高速济南段,K111+050,111.050
G0002370100010,070101,济南南,山东济南南站,2.0,116.993268000000000,36.549912000000000,14.0,2.0,4.0,5.0,3.0,370100,济南,YG1,山东高速集团,YG110,山东高速济南发展有限公司,YG110  ,山东高速济南发展有限公司,G200137,G2001济南绕城高速,G20013701,G2001济南绕城高速济南段,K046+467,46.467
G0002370120020,120302,苗山,山东苗山站,2.0,117.787890000000000,36.323751000000000,6.0,2.0,1.0,1.0,2.0,370100,济南,YG1,山东高速集团,YG110,山东高速济南发展有限公司,YG110  ,山东高速济南发展有限公司,S002937,S29滨台高速,S00293701,S29滨台高速济南段,K122+000,122.000
G0002370140010,050401,莱芜东,山东莱芜东站,2.0,117.747613000000000,36.187088000000000,9.0,2.0,2.0,3.0,2.0,370100,济南,YG1,山东高速集团,YG110,山东高速济南发展有限公司,YG110  ,山东高速济南发展有限公司,G000237,G2京沪高速,G00023701,G2京沪高速济南段,K485+000,485.000
G0002370150010,050501,新泰北,山东新泰北站,2.0,117.824653000000000,35.928007000000000,9.0,2.0,1.0,4.0,2.0,370900,泰安,YG1,山东高速集团,YG116,山东高速泰安发展有限公司,YG116  ,山东高速泰安发展有限公司,G000237,G2京沪高速,G00023709,G2京沪高速泰安段,K517+600,517.600
G0003370010030,020103,德州,山东德州站,2.0,116.384467426980000,37.421409412020600,11.0,2.0,3.0,4.0,2.0,371400,德州,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10101,德州运管中心,G000337,G3京台高速,G00033714,G3京台高速德州段,K309+000,309.000
G0003370080010,020501,滕州,山东滕州站,4.0,117.173228000000000,35.143087000000000,12.0,3.0,2.0,3.0,4.0,370400,枣庄,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10106,枣庄运管中心,G000337,G3京台高速,G00033704,G3京台高速枣庄段,K585+980,585.980
G0015370010010,090102,中桥,山东中桥站,2.0,121.071050000000000,37.497418000000000,7.0,2.0,1.0,2.0,2.0,370600,烟台,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,G001537,G15沈海高速,G00153706,G15沈海高速烟台段,K430+516,430.516
G0015370010040,090105,栖霞,山东栖霞站,2.0,120.762528000000000,37.316527000000000,6.0,2.0,1.0,1.0,2.0,370600,烟台,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,G001537,G15沈海高速,G00153706,G15沈海高速烟台段,K465+769,465.769
G0015370010050,090106,栖霞南,山东栖霞南站,2.0,120.678682000000000,37.198890000000000,5.0,1.0,1.0,1.0,2.0,370600,烟台,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,G001537,G15沈海高速,G00153706,G15沈海高速烟台段,K481+526,481.526
G0015370070020,080106,日照南,山东日照南站,2.0,119.359157000000000,35.281157000000000,10.0,2.0,2.0,3.0,3.0,371100,日照,YG1,山东高速集团,YG115,山东高速日照发展有限公司,YG115  ,山东高速日照发展有限公司,G001537,G15沈海高速,G00153711,G15沈海高速日照段,K738+114,738.114
